code,name
023810,인팩                                    ST
023960,에쓰씨엔지니어링                        ST300180
024070,WISCOM
024090,디씨엠                                  ST3
024110,기업은행                                ST10
024720,콜마홀딩스                              ST300
024890,대원화성                                ST30
024900,디와이덕양                              ST300
025000,KPX케미칼                               ST3
025530,SJM홀딩스                               ST3
025540,한국단자                                ST20
025560,미래산업                                ST30
025620,차AI헬스케어                            ST300
025750,한솔홈데코                              ST300
025820,이구산업                                ST30
025860,남해화학                                ST30
025890,한국주강                                ST30
026890,스틱인베스트먼트                        ST300210
026940,부국철강                                ST30
026960,동서                                    ST
027410,BGF
027740,마니커                                  ST3
027970,한국제지                                ST30
028050,삼성E&A                                 ST
028100,동아지질                                ST30
028260,삼성물산                                ST10
02826K,삼성물산우B                             ST000
028670,팬오션                                  ST2
029460,케이씨                                  ST3
029530,신도리코                                ST30
029780,삼성카드                                ST10
030000,제일기획                                ST20
030190,NICE평가정보                            ST20
030200,KT
030210,다올투자증권                            ST3002
030610,교보증권                                ST20
030720,동원수산                                ST30
031210,서울보증보험                            ST2002
031430,신세계인터내셔날                        ST300160
031440,신세계푸드                              ST300
031820,아이티센씨티에스                        ST300290
032350,롯데관광개발                            ST2002
032560,황금에스티                              ST300
032640,LG유플러스                              ST10
032830,삼성생명                                ST10
033240,자화전자                                ST30
033250,체시스                                  ST3
033270,유나이티드제약                          ST30027
033530,SJG세종                                 ST
033780,KT&G
033920,무학                                    ST
034020,두산에너빌리티                          ST10027
034120,SBS
034220,LG디스플레이                            ST100
034230,파라다이스                              ST200
034310,NICE
034590,인천도시가스                            ST3001
034730,SK
03473K,SK우                                    S
034830,한국토지신탁                            ST3002
035000,HS애드                                  ST
035150,백산                                    ST
035250,강원랜드                                ST10
035420,NAVER
035510,신세계 I&C                              ST3
035720,카카오                                  ST1
036420,콘텐트리중앙                            ST3003
036460,한국가스공사                            ST2001
036530,SNT홀딩스                               ST2
036570,엔씨소프트                              ST100
036580,팜스코                                  ST3
037270,YG PLUS
037560,LG헬로비전                              ST30
037710,광주신세계                              ST300
039130,하나투어                                ST20
039490,키움증권                                ST10
039570,HDC랩스                                 ST
041650,상신브레이크                            ST3002
042660,한화오션                                ST10
042700,한미반도체                              ST100
044380,주연테크                                ST30
044450,KSS해운                                 ST
044820,코스맥스비티아이                        ST300210
047040,대우건설                                ST20
047050,포스코인터내셔널                        ST100160
047400,유니온머티리얼                          ST30027
047810,한국항공우주                            ST1002
049800,우진플라임                              ST300
051600,한전KPS                                 ST
051630,진양화학                                ST30
051900,LG생활건강                              ST10
051905,LG생활건강우                            ST000
051910,LG화학                                  ST
051915,LG화학우                                ST0
052690,한전기술                                ST20
053210,스카이라이프                            ST3003
053690,한미글로벌                              ST300
055490,테이팩스                                ST30
055550,신한지주                                ST10
057050,현대홈쇼핑                              ST200
058430,포스코스틸리온                          ST30027
058650,세아홀딩스                              ST300
058730,다스코                                  ST3
058850,KTcs
058860,KTis
060980,HL홀딩스                                ST3
062040,산일전기                                ST20
063160,종근당바이오                            ST3002
064350,현대로템                                ST10
064400,LG씨엔에스                              ST10
064960,SNT모티브                               ST2
066570,LG전자                                  ST
066575,LG전자우                                ST0
066970,엘앤에프                                ST20
067830,세이브존I&C                             ST30
068270,셀트리온                                ST10
068290,삼성출판사                              ST300
069260,TKG휴켐스                               ST2
069460,대호에이엘                              ST300
069500,KODEX 200
069620,대웅제약                                ST20
069640,한세엠케이                              ST300
069660,KIWOOM 200
069730,DSR제강                                 ST
069960,현대백화점                              ST200
070960,모나용평                                ST30
071050,한국금융지주                            ST1002
071055,한국금융지주우                          ST00021
071090,하이스틸                                ST30
071320,지역난방공사                            ST2001
071840,롯데하이마트                            ST3001
071950,코아스                                  ST3
071970,HD현대마린엔진                          ST2002
072130,유엔젤                                  ST3
072710,농심홀딩스                              ST300
073240,금호타이어                              ST200
074610,이엔플러스                              ST300
075180,새론오토모티브                          ST30027
075580,세진중공업                              ST200
077500,유니퀘스트                              ST300
077970,STX엔진                                 ST
078000,텔코웨어                                ST30
078520,에이블씨엔씨                            ST3002
078930,GS
078935,GS우                                    S
079160,CJ CGV
079430,현대리바트                              ST300
079550,LIG넥스원                               ST1
079900,전진건설로봇                            ST2002
079980,휴비스                                  ST3
081000,일진다이아                              ST300
081660,미스토홀딩스                            ST2001
082640,동양생명                                ST20
082740,한화엔진                                ST20
083420,그린케미칼                              ST300
084010,대한제강                                ST30
084670,동양고속                                ST30
084680,이월드                                  ST3
084690,대상홀딩스                              ST300
084695,대상홀딩스우                            ST0002
084870,TBH글로벌                               ST3
085310,엔케이                                  ST3
085620,미래에셋생명                            ST2002
086280,현대글로비스                            ST1001
086790,하나금융지주                            ST1002
088260,이리츠코크렙                            RT3002
088350,한화생명                                ST20
088790,진도                                    ST
088980,맥쿼리인프라                            IF1002
089470,HDC현대EP                               ST
089590,제주항공                                ST20
089860,롯데렌탈                                ST20
090080,평화산업                                ST30
090350,노루페인트                              ST300
090355,노루페인트우                            ST0002
090370,메타랩스                                ST30
090430,아모레퍼시픽                            ST1002
090435,아모레퍼시픽우                          ST00027
090460,비에이치                                ST30
091160,KODEX 반도체                            EF
091170,KODEX 은행                              EF
091180,KODEX 자동차                            EF
091220,TIGER 은행                              EF
091230,TIGER 반도체                            EF
091810,티웨이항공                              ST300
092200,디아이씨                                ST30
092220,KEC
092230,KPX홀딩스                               ST3
092440,기신정기                                ST30
092780,DYP
092790,넥스틸                                  ST3
093050,LF
093240,형지엘리트                              ST300
093370,후성                                    ST
094280,효성ITX                                 ST
094800,맵스리얼티                              MF 00
095570,AJ네트웍스                              ST30
095720,웅진씽크빅                              ST300
096760,JW홀딩스                                ST3
096770,SK이노베이션                            ST100
096775,SK이노베이션우                          ST0002
097230,HJ중공업                                ST2
097520,엠씨넥스                                ST30
097950,CJ제일제당                              ST20
097955,CJ제일제당 우                           ST000
099140,KODEX 차이나H                           EF
100090,SK오션플랜트                            ST200
100220,비상교육                                ST30
100250,진양홀딩스                              ST300
100840,SNT에너지                               ST2
100910,KIWOOM KRX100
101140,인바이오젠                              ST300
101280,KODEX 일본TOPIX100                      EF
101530,해태제과식품                            ST3002
102110,TIGER 200
102260,동성케미컬                              ST300
102460,이연제약                                ST30
102780,KODEX 삼성그룹                          EF 0
102960,KODEX 기계장비                          EF 0
102970,KODEX 증권                              EF
103140,풍산                                    ST
103590,일진전기                                ST20
104520,KIWOOM 블루칩                           EF
104530,KIWOOM 고배당                           EF
104700,한국철강                                ST30
105010,TIGER 라틴35                            EF
105190,ACE 200
105560,KB금융                                  ST
105630,한세실업                                ST30
105780,RISE 5대그룹주                          EF 0
105840,우진                                    ST
107590,미원홀딩스                              ST300
108320,LX세미콘                                ST2
108450,ACE 삼성그룹섹터가중                    EF 00000
108590,TREX 200
108670,LX하우시스                              ST30
108675,LX하우시스우                            ST000
109070,주성코퍼레이션                          ST30027
111110,호전실업                                ST30
111380,동인기연                                ST30
111770,영원무역                                ST20
112610,씨에스윈드                              ST200
114090,GKL
114100,RISE 국고채3년                          EF 0
114260,KODEX 국고채3년                         EF 0
114460,ACE 국고채3년                           EF 0
114470,KIWOOM 국고채3년                        EF 0
114800,KODEX 인버스                            EF
114820,TIGER 국채3년                           EF
117460,KODEX 에너지화학                        EF 00
117580,대성에너지                              ST300
117680,KODEX 철강                              EF
117690,TIGER 차이나항셍30                      EF 00
117700,KODEX 건설                              EF
118000,메타케어                                ST30
119650,KC코트렐                                ST3
120030,조선선재                                ST30
120110,코오롱인더                              ST200
120115,코오롱인더우                            ST0002
122090,PLUS 코스피50                           EF
122260,KIWOOM 통안채1년                        EF 0
122630,KODEX 레버리지                          EF 0
122900,아이마켓코리아                          ST30016
123310,TIGER 인버스                            EF
123320,TIGER 레버리지                          EF 0
123690,한국화장품                              ST300
123700,SJM
123890,한국자산신탁                            ST3002
126560,현대퓨처넷                              ST300
126720,수산인더스트리                          ST30018
128820,대성산업                                ST30
128940,한미약품                                ST20
129260,인터지스                                ST30
130660,한전산업                                ST30
130680,TIGER 원유선물Enhanced(H)               EF 0
130730,KIWOOM 단기자금                         EF 0
131890,ACE 삼성그룹동일가중                    EF 00000
132030,KODEX 골드선물(H)                       EF 0
133690,TIGER 미국나스닥100                     EF 00
133820,화인베스틸                              ST300
134380,미원화학                                ST30
134790,시디즈                                  ST3
136340,RISE 중기우량회사채                     EF 0000
136490,선진                                    ST
137310,에스디바이오센서                        ST200270
137610,TIGER 농산물선물Enhanced(H)             EF 00
138040,메리츠금융지주                          ST10021
138230,KIWOOM 미국달러선물                     EF 000
138490,코오롱ENP                               ST3
138520,TIGER 삼성그룹                          EF 0
138530,TIGER LG그룹플러스                      EF 00
138540,TIGER 현대차그룹플러스                  EF 00000
138910,KODEX 구리선물(H)                       EF 0
138920,KODEX 콩선물(H)                         EF
138930,BNK금융지주                             ST10
139130,iM금융지주                              ST20
139220,TIGER 200 건설                          EF
139230,TIGER 200 중공업                        EF
139240,TIGER 200 철강소재                      EF 0
139250,TIGER 200 에너지화학                    EF 00
139260,TIGER 200 IT
139270,TIGER 200 금융                          EF
139280,TIGER 경기방어                          EF 0
139290,TIGER 200 경기소비재                    EF 00
139320,TIGER 금은선물(H)                       EF 0
139480,이마트                                  ST2
139660,KIWOOM 미국달러선물인버스               EF 000000
139990,아주스틸                                ST30
140570,RISE 수출주                             EF
140580,RISE 우량업종대표주                     EF 0000
140700,KODEX 보험                              EF
140710,KODEX 운송                              EF
140910,에이리츠                                RT30
140950,파워 코스피100                          EF 00
143210,핸즈코퍼레이션                          ST30027
143850,TIGER 미국S&P500선물(H)                 EF 0
143860,TIGER 헬스케어                          EF 0
144600,KODEX 은선물(H)                         EF
145210,다이나믹디자인                          ST30027
145270,케이탑리츠                              RT300
145670,ACE 인버스                              EF
145720,덴티움                                  ST2
145850,TREX 펀더멘탈 200                       EF 0
145990,삼양사                                  ST3
145995,삼양사우                                ST00
147970,TIGER 모멘텀                            EF
148020,RISE 200
148070,KIWOOM 국고채10년                       EF 0
150460,TIGER 중국소비테마                      EF 000
152100,PLUS 200
152380,KODEX 국채선물10년                      EF 00
152500,ACE 레버리지                            EF 0
152550,한국ANKOR유전                           MF 0
152870,파워 200                                EF
153130,KODEX 단기채권                          EF 0
153270,KIWOOM 코스피100                        EF
155660,DSR
156080,KODEX MSCI Korea
157450,TIGER 단기통안채                        EF 00
157490,TIGER 소프트웨어                        EF 00
157500,TIGER 증권                              EF
159800,마이티 코스피100                        EF 000
160580,TIGER 구리실물                          EF 0
161000,애경케미칼                              ST200
161390,한국타이어앤테크놀로지                  ST100270008
161510,PLUS 고배당주                           EF 0
161890,한국콜마                                ST20
163560,동일고무벨트                            ST3002
166400,TIGER 200커버드콜OTM                    EF 0
167860,KIWOOM 국고채10년레버리지               EF 00000
168580,ACE 중국본토CSI300                      EF 0
169950,KODEX 차이나A50                         EF
170900,동아에스티                              ST300
174350,TIGER 로우볼                            EF
174360,RISE 중국본토대형주CSI100               EF 0000
175330,JB금융지주                              ST10
176950,KODEX 국채선물10년인버스                EF 00000
178920,PI첨단소재                              ST30
180640,한진칼                                  ST1
18064K,한진칼우                                ST00
181480,ACE 미국부동산리츠(합성 H)              EF 000000
181710,NHN
182480,TIGER 미국MSCI리츠(합성 H)              EF 000
182490,TIGER 단기선진하이일드(합성 H)          EF 0000000
183190,아세아시멘트                            ST3002
183700,RISE 채권혼합                           EF 0
183710,RISE 주식혼합                           EF 0
185680,KODEX 미국S&P바이오(합성)               EF 0000
185750,종근당                                  ST2
189400,PLUS 글로벌MSCI(합성 H)                 EF 00
190620,ACE 단기통안채                          EF 00
192080,더블유게임즈                            ST2002
192090,TIGER 차이나CSI300                      EF
192400,쿠쿠홀딩스                              ST200
192650,드림텍                                  ST3
192720,파워 고배당저변동성                     EF 000000
192820,코스맥스                                ST20
194370,제이에스코퍼레이션                      ST3002700
195870,해성디에스                              ST300
195920,TIGER 일본TOPIX(합성 H)                 EF 0
195930,TIGER 유로스탁스50(합성 H)              EF 0000
195970,PLUS 선진국MSCI(합성 H)                 EF 00
195980,PLUS 신흥국MSCI(합성 H)                 EF 00
196030,ACE 일본TOPIX레버리지(H)                EF 000
196230,RISE 단기통안채                         EF 00
200030,KODEX 미국S&P500산업재(합성)            EF 0000
200250,KIWOOM 인도Nifty50(합성)                EF 0
200880,서연이화                                ST30
203780,TIGER 미국나스닥바이오                  EF 00000
204210,스타에스엠리츠                          RT30028
204320,HL만도                                  ST
204450,KODEX 차이나H레버리지(H)                EF 0000
204480,TIGER 차이나CSI300레버리지(합성)        EF 000000
205720,ACE 일본TOPIX인버스(합성 H)             EF 0000
207940,삼성바이오로직스                        ST100270
210540,디와이파워                              ST300
210780,TIGER 코스피고배당                      EF 000
210980,SK디앤디                                ST3
211560,TIGER 배당성장                          EF 0
211900,KODEX 코리아배당성장                    EF 0000
213500,한솔제지                                ST30
213610,KODEX 삼성그룹밸류                      EF 000
213630,PLUS 미국다우존스고배당주(합성 H)       EF 000000000
214320,이노션                                  ST2
214330,금호에이치티                            ST3002
214390,경보제약                                ST30
214420,토니모리                                ST30
214980,KODEX 단기채권PLUS                      EF 0
215620,HK S&P코리아로우볼                      EF 000
217590,티엠씨                                  ST0
217770,TIGER 원유선물인버스(H)                 EF 0000
217780,TIGER 차이나CSI300인버스(합성)          EF 00000
218420,KODEX 미국S&P500에너지(합성)            EF 0000
219390,RISE 미국S&P원유생산기업(합성 H)        EF 0000000
219480,KODEX 미국S&P500선물(H)                 EF 0
219900,ACE 중국본토CSI300레버리지(합성)        EF 0000000
220130,SOL 차이나강소기업CSI500(합성 H)        EF 000000
223190,KODEX 200가치저변동                     EF 00
225030,TIGER 미국S&P500선물인버스(H)           EF 0000
225040,TIGER 미국S&P500레버리지(합성 H)        EF 00000
225050,TIGER 유로스탁스레버리지(합성 H)        EF 00000000
225060,TIGER 이머징마켓MSCI레버리지(합성 H)    EF 00000000
225130,ACE 골드선물 레버리지(합성 H)           EF 0000000
225800,KIWOOM 미국달러선물레버리지             EF 0000000
226320,잇츠한불                                ST30
226380,ACE Fn성장소비주도주                    EF 0000
226490,KODEX 코스피                            EF
226980,KODEX 200 중소형                        EF
227540,TIGER 200 헬스케어                      EF 0
227550,TIGER 200 산업재                        EF
227560,TIGER 200 생활소비재                    EF 00
227570,TIGER 우량가치                          EF 0
227830,PLUS 코스피                             EF
227840,현대코퍼레이션홀딩스                    ST30016000
228790,TIGER 화장품                            EF
228800,TIGER 여행레저                          EF 0
228810,TIGER 미디어컨텐츠                      EF 000
228820,TIGER KTOP30
229200,KODEX 코스닥150                         EF
229640,LS에코에너지                            ST200
229720,KODEX KTOP30
230480,KIWOOM 미국달러선물인버스2X             EF 000000
232080,TIGER 코스닥150                         EF
233160,TIGER 코스닥150 레버리지                EF 0000
233740,KODEX 코스닥150레버리지                 EF 0000
234080,JW생명과학                              ST30
234310,RISE V&S셀렉트밸류                      EF 00
236350,TIGER 인도니프티50레버리지(합성)        EF 00000000
237350,KODEX 코스피100                         EF
237370,KODEX 코리아배당성장채권혼합            EF 00000000
237440,TIGER 경기방어채권혼합                  EF 00000
238670,PLUS 스마트베타Quality채권혼합          EF 000000
238720,ACE 일본Nikkei225(H)                    EF
239660,PLUS 우량회사채50                       EF 00
241180,TIGER 일본니케이225                     EF 00
241390,RISE V&S셀렉트밸류채권혼합              EF 000000
241560,두산밥캣                                ST10
241590,화승엔터프라이즈                        ST300270
243880,TIGER 200IT레버리지                     EF 0
243890,TIGER 200에너지화학레버리지             EF 000000
244580,KODEX 바이오                            EF
244620,KODEX 모멘텀Plus                        EF
244660,KODEX 퀄리티Plus                        EF
244670,KODEX 밸류Plus                          EF
244920,에이플러스에셋                          ST30021
245340,TIGER 미국다우존스30                    EF 000
245350,TIGER 유로스탁스배당30                  EF 0000
245360,TIGER 차이나HSCEI                       EF
245710,ACE 베트남VN30(합성)                    EF 00
248070,솔루엠                                  ST2
248170,샘표식품                                ST30
248270,TIGER S&P글로벌헬스케어(합성)           EF 000000
249420,일동제약                                ST30
250730,RISE 차이나HSCEI(H)                     EF
250780,TIGER 코스닥150선물인버스               EF 00000
251270,넷마블                                  ST1
251340,KODEX 코스닥150선물인버스               EF 00000
251350,KODEX MSCI선진국                        EF
251590,PLUS 고배당저변동50                     EF 000
251600,PLUS 고배당주채권혼합                   EF 00000
252000,TIGER 200동일가중                       EF 0
252400,RISE 200선물레버리지                    EF 000
252410,RISE 200선물인버스                      EF 00
252420,RISE 200선물인버스2X                    EF 00
252650,KODEX 200동일가중                       EF 0
252670,KODEX 200선물인버스2X                   EF 00
252710,TIGER 200선물인버스2X                   EF 00
253150,PLUS 200선물레버리지                    EF 000
253160,PLUS 200선물인버스2X                    EF 00
253230,KIWOOM 200선물인버스2X                  EF 00
253240,KIWOOM 200선물인버스                    EF 00
253250,KIWOOM 200선물레버리지                  EF 000
253280,RISE 헬스케어                           EF 0
253290,RISE 헬스케어채권혼합                   EF 00000
256440,ACE MSCI인도네시아(합성)                EF 0000
256450,PLUS 심천차이넥스트(합성)               EF 000000
256750,KODEX 차이나심천ChiNext(합성)           EF 0000
259960,크래프톤                                ST10
261060,TIGER 코스닥150IT                       EF
261070,TIGER 코스닥150바이오테크               EF 00000
261110,TIGER 미국달러선물레버리지              EF 0000000
261120,TIGER 미국달러선물인버스2X              EF 000000
261140,TIGER 우선주                            EF
261220,KODEX WTI원유선물(H)                    EF 0
261240,KODEX 미국달러선물                      EF 000
261250,KODEX 미국달러선물레버리지              EF 0000000
261260,KODEX 미국달러선물인버스2X              EF 000000
261270,KODEX 미국달러선물인버스                EF 000000
261920,ACE MSCI필리핀(합성)                    EF 00
264900,크라운제과                              ST300
26490K,크라운제과우                            ST0002
265690,ACE 러시아MSCI(합성)                    EF 00
266160,RISE 고배당                             EF
266360,KODEX K콘텐츠                           EF
266370,KODEX IT
266390,KODEX 경기소비재                        EF 00
266410,KODEX 필수소비재                        EF 00
266420,KODEX 헬스케어                          EF 0
266550,PLUS 중형주저변동50                     EF 000
267250,HD현대                                  ST
267260,HD현대일렉트릭                          ST1002
267270,HD건설기계                              ST20
267290,경동도시가스                            ST3001
267440,RISE 미국장기국채선물(H)                EF 00000
267450,RISE 미국장기국채선물인버스(H)          EF 00000000
267490,RISE 미국장기국채선물레버리지(합성 H)   EF 00000000000
267770,TIGER 200선물레버리지                   EF 000
267850,아시아나IDT                             ST30
268280,미원에스씨                              ST200
269370,TIGER S&P글로벌인프라(합성)             EF 00000
269420,KODEX S&P글로벌인프라(합성)             EF 00000
269530,PLUS S&P글로벌인프라                    EF 000
269540,PLUS 미국S&P500(H)                      EF
270800,RISE KQ고배당                           EF
270810,RISE 코스닥150                          EF
271050,KODEX WTI원유선물인버스(H)              EF 0000
271060,KODEX 3대농산물선물(H)                  EF 000
271560,오리온                                  ST1
271940,일진하이솔루스                          ST20027
271980,제일약품                                ST30
272210,한화시스템                              ST100
272450,진에어                                  ST3
272550,삼양패키징                              ST300
272560,RISE 단기국공채액티브                   EF 00000
272570,RISE 중장기국공채액티브                 EF 000000
272580,TIGER 단기채권액티브                    EF 0000
272910,ACE 중장기국공채액티브                  EF 000000
273130,KODEX 종합채권(AA-이상)액티브           EF 000000
273140,KODEX 단기변동금리부채권액티브          EF 000000000
275280,KODEX 모멘텀주                          EF 0
275290,KODEX 가치주                            EF
275300,KODEX 우량주                            EF
275750,RISE 코스닥150선물인버스                EF 00000
275980,TIGER 글로벌4차산업혁신기술(합성 H)     EF 000000000
276000,TIGER 글로벌자원생산기업(합성 H)        EF 00000000
276650,RISE 글로벌테크놀로지(합성 H)           EF 0000000
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H)EF 000000000
276990,KODEX 글로벌로봇(합성)                  EF 0000
277540,ACE 아시아TOP50                         EF
277630,TIGER 코스피                            EF
277640,TIGER 코스피대형주                      EF 000
277650,TIGER 코스피중형주                      EF 000
278240,RISE 코스닥150선물레버리지              EF 000000
278470,에이피알                                ST10
278530,KODEX 200TR
278540,KODEX MSCI Korea TR
278620,PLUS 단기채권액티브                     EF 0000
279530,KODEX 고배당주                          EF 0
279540,KODEX 최소변동성                        EF 00
280320,ACE 미국IT인터넷(합성 H)                EF 0000
280360,롯데웰푸드                              ST200
280920,PLUS 주도업종                           EF 0
280930,KODEX 미국러셀2000(H)                   EF 0
280940,KODEX 골드선물인버스(H)                 EF 0000
281820,케이씨텍                                ST20
281990,RISE 중소형고배당                       EF 000
282000,RISE 국고채3년선물인버스                EF 000000
282330,BGF리테일                               ST2
283580,KODEX 차이나CSI300                      EF
284430,KODEX 200미국채혼합                     EF 00
284740,쿠쿠홈시스                              ST200
284980,RISE 200금융                            EF
285130,SK케미칼                                ST2
28513K,SK케미칼우                              ST00
285690,FOCUS ESG리더스                         EF
286940,롯데이노베이트                          ST30029
287180,PLUS 미국나스닥테크                     EF 0000
289040,KODEX MSCI KOREA ESG유니버설            EF 0
289250,TIGER MSCI KOREA ESG유니버설            EF 0
289260,TIGER MSCI KOREA ESG리더스              EF
289480,TIGER 200커버드콜                       EF 0
289670,PLUS 국채선물10년                       EF 00
290080,RISE 200고배당커버드콜ATM               EF 0000
290130,RISE ESG사회책임투자                    EF 000
291130,ACE MSCI멕시코(합성)                    EF 00
291620,KIWOOM 코스닥150선물인버스              EF 00000
291630,KIWOOM 코스닥150선물레버리지            EF 000000
291680,RISE 차이나H선물인버스(H)               EF 00000
291890,KODEX MSCI EM선물(H)                    EF
292050,RISE KRX300
292150,TIGER 코리아TOP10                       EF
292160,TIGER KRX300
292190,KODEX KRX300
292500,SOL KRX300
292560,TIGER 일본엔선물                        EF 00
292770,KODEX 국채선물3년인버스                 EF 00000
293180,HANARO 200
293480,하나제약                                ST30
293940,신한알파리츠                            RT2002
294400,KIWOOM 200TR
294870,HDC현대산업개발                         ST2001
295000,RISE 국채선물10년                       EF 00
295020,RISE 국채선물10년인버스                 EF 00000
295040,SOL 200TR
298000,효성화학                                ST30
298020,효성티앤씨                              ST200
298040,효성중공업                              ST100
298050,HS효성첨단소재                          ST2002
298340,PLUS 국채선물3년                        EF 00
298690,에어부산                                ST30
298770,KODEX 한국대만IT프리미어                EF 00000
300610,TIGER K게임                             EF
300640,RISE 게임테마                           EF 0
300720,한일시멘트                              ST200
300950,KODEX 게임산업                          EF 0
301400,PLUS 코스닥150                          EF
301410,PLUS 코스닥150선물인버스                EF 00000
302190,TIGER 중장기국채                        EF 00
302440,SK바이오사이언스                        ST20027
302450,RISE 코스피                             EF
304660,KODEX 미국30년국채울트라선물(H)         EF 0000000
304670,KODEX 미국30년국채울트라선물인버스(H)   EF 0000000000
304760,HANARO KRX300
304770,HANARO 코스닥150                        EF
304780,HANARO 200선물레버리지                  EF 000
304940,KODEX 미국나스닥100선물(H)              EF 0000
305050,ACE 코스피                              EF
305080,TIGER 미국채10년선물                    EF 000
305540,TIGER 2차전지테마                       EF 00
305720,KODEX 2차전지산업                       EF 00
306200,세아제강                                ST30
306520,HANARO 200선물인버스                    EF 00
306530,HANARO 코스닥150선물레버리지            EF 000000
306950,KODEX KRX300레버리지                    EF 0
307510,TIGER 의료기기                          EF 0
307520,TIGER 지주회사                          EF 0
307950,현대오토에버                            ST1002
308170,씨티알모빌리티                          ST30027
308620,KODEX 미국10년국채선물                  EF 0000
309230,ACE 미국WideMoat동일가중                EF 000
310080,RISE 중국MSCI China(H)                  EF
310960,TIGER 200TR
310970,TIGER MSCI Korea TR
314250,KODEX 미국빅테크10(H)                   EF 00
314700,HANARO 농업융복합산업                   EF 0000
315270,TIGER 200커뮤니케이션서비스             EF 000000
315930,KODEX Top5PlusTR
315960,RISE 대형고배당10TR                     EF 00
316140,우리금융지주                            ST1002
316300,ACE 싱가포르리츠                        EF 000
316670,KIWOOM 코스닥150                        EF
317400,자이에스앤디                            ST3002
317450,명인제약                                ST00
319640,TIGER 골드선물(H)                       EF 0
321410,KODEX 멀티에셋하이인컴(H)               EF 00000
322000,HD현대에너지솔루션                      ST300270
322400,HANARO e커머스                          EF
322410,HANARO K고배당                          EF
323410,카카오뱅크                              ST100
325010,KODEX 성장주                            EF
325020,KODEX 배당가치                          EF 0
326030,SK바이오팜                              ST10
326230,RISE 내수주플러스                       EF 000
326240,RISE IT플러스                           EF
328370,PLUS 코스피TR                           EF
329180,HD현대중공업                            ST100
329200,TIGER 리츠부동산인프라                  EF 00000
329650,KODEX TRF3070
329660,KODEX TRF5050
329670,KODEX TRF7030
329750,TIGER 미국달러단기채권액티브            EF 00000000
330590,롯데리츠                                RT20
332500,ACE 200TR
332610,PLUS 미국단기회사채(AAA~A)              EF 0000
332620,PLUS 미국장기우량회사채                 EF 000000
332930,HANARO 200TR
332940,HANARO MSCI Korea TR
334690,RISE 팔라듐선물(H)                      EF 00
334700,RISE 팔라듐선물인버스(H)                EF 00000
334890,이지스밸류플러스리츠                    RT30028000
336160,RISE 금융채액티브                       EF 000
336260,두산퓨얼셀                              ST200
33626K,두산퓨얼셀1우                           ST0002
33626L,두산퓨얼셀2우B                          ST0002
336370,솔루스첨단소재                          ST20027
33637K,솔루스첨단소재1우                       ST000270
33637L,솔루스첨단소재2우B                      ST000270
337120,KODEX 멀티팩터                          EF 0
337140,KODEX 코스피대형주                      EF 000
337150,KODEX 200exTOP
337160,KODEX 200ESG
338100,NH프라임리츠                            RT300
339770,교촌에프앤비                            ST3001
341850,TIGER 리츠부동산인프라채권              EF 0000000
344820,KCC글라스                               ST3
348950,제이알글로벌리츠                        RT300280
350520,이지스레지던스리츠                      RT3002800
352540,KODEX 일본부동산리츠(H)                 EF 0000
352560,KODEX 미국부동산리츠(H)                 EF 0000
352820,하이브                                  ST1
353200,대덕전자                                ST20
35320K,대덕전자1우                             ST000
354240,RISE 미국고정배당우선증권               EF 0000000
354350,HANARO 글로벌럭셔리S&P(합성)            EF 00000
354500,ACE 코스닥150                           EF
356540,ACE 종합채권(AA-이상)액티브             EF 000000
357120,코람코라이프인프라리츠                  RT300280000
357250,미래에셋맵스리츠                        RT300280
357430,마스턴프리미어리츠                      RT3002800
357870,TIGER CD금리투자KIS(합성)               EF 000
359210,KODEX 코스피TR                          EF
360140,KODEX 200롱코스닥150숏선물              EF 0000
360150,KODEX 코스닥150롱코스피200숏선물        EF 0000000
360200,ACE 미국S&P500                          EF
360750,TIGER 미국S&P500                        EF
361580,RISE 200TR
361610,SK아이이테크놀로지                      ST200270
363280,티와이홀딩스                            ST3002
36328K,티와이홀딩스우                          ST00021
363510,SOL KIS단기통안채                       EF 00
363570,KODEX 장기종합채권(AA-이상)액티브       EF 00000000
363580,KODEX 200IT TR
364690,KODEX 혁신기술테마액티브                EF 000000
364960,TIGER BBIG
364970,TIGER 바이오TOP10                       EF
364980,TIGER 2차전지TOP10                      EF
364990,TIGER 게임TOP10                         EF
365000,TIGER 인터넷TOP10                       EF
365040,TIGER AI코리아그로스액티브              EF 000000
365550,ESR켄달스퀘어리츠                       RT20028
365780,ACE 국고채10년                          EF 0
367380,ACE 미국나스닥100                       EF 00
367740,HANARO Fn5G산업                         EF
367760,RISE 네트워크인프라                     EF 0000
367770,RISE 수소경제테마                       EF 000
368190,HANARO Fn K-뉴딜디지털플러스            EF 00000
368590,RISE 미국나스닥100                      EF 00
368680,KODEX K-뉴딜디지털플러스                EF 00000
371150,RISE 차이나항셍테크                     EF 0000
371160,TIGER 차이나항셍테크                    EF 0000
371450,TIGER 글로벌클라우드컴퓨팅INDXX         EF 0000000
371460,TIGER 차이나전기차SOLACTIVE             EF 000
371470,TIGER 차이나바이오테크SOLACTIVE         EF 00000
371870,ACE 차이나항셍테크                      EF 0000
372330,KODEX 차이나항셍테크                    EF 0000
372910,한컴라이프케어                          ST30027
373220,LG에너지솔루션                          ST1002
